iteration	posterior	likelihood	prior	node_index	branch_start_time	branch_end_time	start_state	end_state	transition_time	transition_type	parent_index	child1_index	child2_index
100000	-1009.06	-1003.89	-5.1733	35	11.9433	3.76312	0000000000000000200000201	0000000000000000200000200	4.51765	anagenetic	42	29	28
100000	-1009.06	-1003.89	-5.1733	29	3.76312	0	0000000000000000200000200	0000000000000000200000100	1.96682	anagenetic	35	NA	NA
100000	-1009.06	-1003.89	-5.1733	29	3.76312	0	0000000000000000200000100	0000000000000000200000000	1.91494	anagenetic	35	NA	NA
100000	-1009.06	-1003.89	-5.1733	29	3.76312	0	0000000000000000200000000	0000000000000001200000000	1.7919	anagenetic	35	NA	NA
100000	-1009.06	-1003.89	-5.1733	29	3.76312	0	0000000000000001200000000	0000000000000000200000000	0.698248	anagenetic	35	NA	NA
100000	-1009.06	-1003.89	-5.1733	28	3.76312	0	0000000000000000200000200	0000000000000000200000200	NA	no_change	35	NA	NA
100000	-1009.06	-1003.89	-5.1733	41	11.9433	9.95609	0000000000000010200000202	0000000000000020200000202	11.9409	anagenetic	42	37	40
100000	-1009.06	-1003.89	-5.1733	41	11.9433	9.95609	0000000000000020200000202	0000000000010020200000202	11.5134	anagenetic	42	37	40
100000	-1009.06	-1003.89	-5.1733	41	11.9433	9.95609	0000000000010020200000202	0000000000010010200000202	10.9259	anagenetic	42	37	40
100000	-1009.06	-1003.89	-5.1733	37	9.95609	5.29888	0000000000010010200000202	0000000000010000200000202	9.44651	anagenetic	41	36	25
100000	-1009.06	-1003.89	-5.1733	37	9.95609	5.29888	0000000000010000200000202	0000000000010000200100202	9.32733	anagenetic	41	36	25
100000	-1009.06	-1003.89	-5.1733	37	9.95609	5.29888	0000000000010000200100202	0000000000010000200200202	8.38305	anagenetic	41	36	25
100000	-1009.06	-1003.89	-5.1733	37	9.95609	5.29888	0000000000010000200200202	0000000000020000200200202	7.91441	anagenetic	41	36	25
100000	-1009.06	-1003.89	-5.1733	36	5.29888	3.1628	0000000000020000200200202	0000000000020000200200201	3.24761	anagenetic	37	27	26
100000	-1009.06	-1003.89	-5.1733	27	3.1628	0	0000000000020000200200201	0000000000020000200200200	2.52315	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	27	3.1628	0	0000000000020000200200200	0000000000020000200100200	2.00621	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	27	3.1628	0	0000000000020000200100200	0000000000020000200000200	1.69701	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	27	3.1628	0	0000000000020000200000200	0000000000010000200000200	1.40894	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	27	3.1628	0	0000000000010000200000200	0000000000000000200000200	1.08132	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	27	3.1628	0	0000000000000000200000200	0000000000000000100000200	0.602517	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	27	3.1628	0	0000000000000000100000200	0000000000000000000000200	0.187605	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	26	3.1628	0	0000000000020000200200201	0000000000020000201200201	3.07232	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	26	3.1628	0	0000000000020000201200201	0000000000020000201200202	2.91856	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	26	3.1628	0	0000000000020000201200202	0000000000020000200200202	2.85006	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	26	3.1628	0	0000000000020000200200202	0000000000021000200200202	2.35827	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	26	3.1628	0	0000000000021000200200202	0000000000020000200200202	2.18715	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	26	3.1628	0	0000000000020000200200202	0000000000020000200200212	1.04553	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	26	3.1628	0	0000000000020000200200212	0000000000020000200200222	0.089254	anagenetic	36	NA	NA
100000	-1009.06	-1003.89	-5.1733	25	5.29888	0	0000000000020000200200202	0000000000020000200200202	NA	no_change	37	NA	NA
100000	-1009.06	-1003.89	-5.1733	40	9.95609	7.75275	0000000000010010200000202	0000000000010000200000202	9.8979	anagenetic	41	24	39
100000	-1009.06	-1003.89	-5.1733	40	9.95609	7.75275	0000000000010000200000202	0000000000010000200000102	9.62285	anagenetic	41	24	39
100000	-1009.06	-1003.89	-5.1733	40	9.95609	7.75275	0000000000010000200000102	0000000000010000200000101	8.81597	anagenetic	41	24	39
100000	-1009.06	-1003.89	-5.1733	40	9.95609	7.75275	0000000000010000200000101	0000000000010000200000001	8.67314	anagenetic	41	24	39
100000	-1009.06	-1003.89	-5.1733	40	9.95609	7.75275	0000000000010000200000001	0000000000000000200000001	8.26127	anagenetic	41	24	39
100000	-1009.06	-1003.89	-5.1733	24	7.75275	0	0000000000000000200000001	0000000000000000200000000	5.92789	anagenetic	40	NA	NA
100000	-1009.06	-1003.89	-5.1733	24	7.75275	0	0000000000000000200000000	0000000000000000200010000	5.55477	anagenetic	40	NA	NA
100000	-1009.06	-1003.89	-5.1733	24	7.75275	0	0000000000000000200010000	0000000000000000200020000	5.14545	anagenetic	40	NA	NA
100000	-1009.06	-1003.89	-5.1733	24	7.75275	0	0000000000000000200020000	0000000000000000200010000	4.83031	anagenetic	40	NA	NA
100000	-1009.06	-1003.89	-5.1733	24	7.75275	0	0000000000000000200010000	0000000000000000200000000	4.49384	anagenetic	40	NA	NA
100000	-1009.06	-1003.89	-5.1733	39	7.75275	6.68632	0000000000000000200000001	0000000000000000200000001	NA	no_change	40	38	21
100000	-1009.06	-1003.89	-5.1733	38	6.68632	4.86452	0000000000000000200000001	0000000000000000200000011	5.7492	anagenetic	39	23	22
100000	-1009.06	-1003.89	-5.1733	38	6.68632	4.86452	0000000000000000200000011	0000000000000000200000010	5.23675	anagenetic	39	23	22
100000	-1009.06	-1003.89	-5.1733	23	4.86452	0	0000000000000000200000010	0000000000000000200000000	4.57699	anagenetic	38	NA	NA
100000	-1009.06	-1003.89	-5.1733	22	4.86452	0	0000000000000000200000010	0000000000000000200000000	4.64733	anagenetic	38	NA	NA
100000	-1009.06	-1003.89	-5.1733	22	4.86452	0	0000000000000000200000000	0000000000000000200100000	1.3887	anagenetic	38	NA	NA
100000	-1009.06	-1003.89	-5.1733	22	4.86452	0	0000000000000000200100000	0000000000000000200000000	1.25735	anagenetic	38	NA	NA
100000	-1009.06	-1003.89	-5.1733	21	6.68632	0	0000000000000000200000001	0000000000010000200000001	6.32574	anagenetic	39	NA	NA
100000	-1009.06	-1003.89	-5.1733	21	6.68632	0	0000000000010000200000001	0000000000010000200000000	6.20722	anagenetic	39	NA	NA
100000	-1009.06	-1003.89	-5.1733	21	6.68632	0	0000000000010000200000000	0000000000000000200000000	5.65557	anagenetic	39	NA	NA
100000	-1009.06	-1003.89	-5.1733	21	6.68632	0	0000000000000000200000000	0010000000000000200000000	5.40189	anagenetic	39	NA	NA
100000	-1009.06	-1003.89	-5.1733	21	6.68632	0	0010000000000000200000000	0000000000000000200000000	5.31689	anagenetic	39	NA	NA
100000	-1009.06	-1003.89	-5.1733	21	6.68632	0	0000000000000000200000000	0000000000000000201000000	2.10454	anagenetic	39	NA	NA
100000	-1009.06	-1003.89	-5.1733	21	6.68632	0	0000000000000000201000000	0000000000000000202000000	1.79472	anagenetic	39	NA	NA
100000	-1009.06	-1003.89	-5.1733	21	6.68632	0	0000000000000000202000000	0000000000000010202000000	1.17802	anagenetic	39	NA	NA
100000	-1009.06	-1003.89	-5.1733	21	6.68632	0	0000000000000010202000000	0000000000000010201000000	0.854131	anagenetic	39	NA	NA
100000	-1009.06	-1003.89	-5.1733	64	20.9299	18.8984	0000000000000000200000200	0000000000000000200001200	20.4619	anagenetic	65	20	63
100000	-1009.06	-1003.89	-5.1733	64	20.9299	18.8984	0000000000000000200001200	0000000000000001200001200	20.4533	anagenetic	65	20	63
100000	-1009.06	-1003.89	-5.1733	64	20.9299	18.8984	0000000000000001200001200	0000000000000001200000200	19.8532	anagenetic	65	20	63
